"Id","Value","DisplayName","Description"
"4dfee10b-fa4a-41b5-b34d-ccf54cc0c394","ServiceActivity-Teams.Read.All","Read all Teams service activity","Allows the app to read all Teams service activity, without a signed-in user."
"79c261e0-fe76-4144-aad5-bdc68fbe4037","ServiceHealth.Read.All","Read service health","Allows the app to read your tenant's service health information, without a signed-in user. Health information may include service issues or service health overviews."
"1b620472-6534-4fe6-9df2-4680e8aa28ec","ServiceMessage.Read.All","Read service messages","Allows the app to read your tenant's service announcement messages, without a signed-in user. Messages may include information about new or changed features."
"5256681e-b7f6-40c0-8447-2d9db68797a0","ServicePrincipalEndpoint.Read.All","Read service principal endpoints","Allows the app to read service principal endpoints"
"89c8469c-83ad-45f7-8ff2-6e3d4285709e","ServicePrincipalEndpoint.ReadWrite.All","Read and update service principal endpoints","Allows the app to update service principal endpoints"
"83d4163d-a2d8-4d3b-9695-4ae3ca98f888","SharePointTenantSettings.Read.All","Read SharePoint and OneDrive tenant settings","Allows the application to read the tenant-level settings of SharePoint and OneDrive, without a signed-in user."
"19b94e34-907c-4f43-bde9-38b1909ed408","SharePointTenantSettings.ReadWrite.All","Read and change SharePoint and OneDrive tenant settings","Allows the application to read and change the tenant-level settings of SharePoint and OneDrive, without a signed-in user."
"0c7d31ec-31ca-4f58-b6ec-9950b6b0de69","ShortNotes.Read.All","Read all users' short notes","Allows the app to read all the short notes without a signed-in user."
"842c284c-763d-4a97-838d-79787d129bab","ShortNotes.ReadWrite.All","Read, create, edit, and delete all users' short notes","Allows the app to read, create, edit, and delete all the short notes without a signed-in user."
"28e1fe78-598f-4df4-b55e-18bf34218925","SignInIdentifier.Read.All","Read all sign-in identifiers","Allows the app to read your organization's sign-in identifiers, without a signed-in user."
"7fc588a2-ea2d-4d1f-bcf7-33c324b149b8","SignInIdentifier.ReadWrite.All","Read and write all sign-in identifiers","Allows the app to read and write your organization's sign-in identifiers, without a signed-in user."
"e3530185-4080-478c-a4ab-39322704df58","Sites.Archive.All","Archive/reactivate Site Collections without a signed in user.","Allow the application to archive/reactivate site collections without a signed in user."
"a82116e5-55eb-4c41-a434-62fe8a61c773","Sites.FullControl.All","Have full control of all site collections","Allows the app to have full control of all site collections without a signed in user."
"0c0bf378-bf22-4481-8f81-9e89a9b4960a","Sites.Manage.All","Create, edit, and delete items and lists in all site collections","Allows the app to create or delete document libraries and lists in all site collections without a signed in user."
"332a536c-c7ef-4017-ab91-336970924f0d","Sites.Read.All","Read items in all site collections ","Allows the app to read documents and list items in all site collections without a signed in user."
"9492366f-7969-46a4-8d15-ed1a20078fff","Sites.ReadWrite.All","Read and write items in all site collections","Allows the app to create, read, update, and delete documents and list items in all site collections without a signed in user."
"883ea226-0bf2-4a8f-9f9d-92c9162a727d","Sites.Selected","Access selected site collections","Allow the application to access a subset of site collections without a signed in user.  The specific site collections and the permissions granted will be configured in SharePoint Online."
"dcdfc277-41fd-4d68-ad0c-c3057235bd8e","SpiffeTrustDomain.Read.All","Read SPIFFE trust domains and child resources","Allows the app to read your organization's SPIFFE trust domains and child resources without a signed in user."
"17b78cfd-eeff-447d-8bab-2795af00055a","SpiffeTrustDomain.ReadWrite.All","Read and write SPIFFE trust domains and child resources","Allows the app to read and write your organization's SPIFFE trust domains and child resources without a signed in user."
"6eff534b-699e-44d9-af61-a4182f0ec37e","Storyline.ReadWrite.All","Read and write all Viva Engage storylines","Allows the app to modify Viva Engage storylines, read all storylines properties, update storyline properties, and delete storyline properties without a signed-in user."
"ee1460f0-368b-4153-870a-4e1ca7e72c42","SubjectRightsRequest.Read.All","Read all subject rights requests","Allows the app to read subject rights requests without a signed-in user."
"8387eaa4-1a3c-41f5-b261-f888138e6041","SubjectRightsRequest.ReadWrite.All","Read and write all subject rights requests","Allows the app to read and write subject rights requests without a signed in user."
"5ba43d2f-fa88-4db2-bd1c-a67c5f0fb1ce","Synchronization.Read.All","Read all Azure AD synchronization data.","Allows the application to read Azure AD synchronization information, without a signed-in user."
"9b50c33d-700f-43b1-b2eb-87e89b703581","Synchronization.ReadWrite.All","Read and write all Azure AD synchronization data.","Allows the application to configure the Azure AD synchronization service, without a signed-in user."
"db31e92a-b9ea-4d87-bf6a-75a37a9ca35a","SynchronizationData-User.Upload","Upload user data to the identity synchronization service","Allows the application to upload bulk user data to the identity synchronization service, without a signed-in user."
"25c32ff3-849a-494b-b94f-20a8ac4e6774","SynchronizationData-User.Upload.OwnedBy","Upload user data to the identity sync service for apps that this application creates or owns","Allows the application to upload bulk user data to the identity synchronization service for apps that this application creates or owns, without a signed-in user."
"f10e1f91-74ed-437f-a6fd-d6ae88e26c1f","Tasks.Read.All","Read all users’ tasks and tasklist","Allows the app to read all users’ tasks and task lists in your organization, without a signed-in user."
"44e666d1-d276-445b-a5fc-8815eeb81d55","Tasks.ReadWrite.All","Read and write all users’ tasks and tasklists","Allows the app to create, read, update and delete all users’ tasks and task lists in your organization, without a signed-in user"
"23fc2474-f741-46ce-8465-674744c5c361","Team.Create","Create teams","Allows the app to create teams without a signed-in user. "
"2280dda6-0bfd-44ee-a2f4-cb867cfc4c1e","Team.ReadBasic.All","Get a list of all teams","Get a list of all teams, without a signed-in user."
"660b7406-55f1-41ca-a0ed-0b035e182f3e","TeamMember.Read.All","Read the members of all teams","Read the members of all teams, without a signed-in user."
"0121dc95-1b9f-4aed-8bac-58c5ac466691","TeamMember.ReadWrite.All","Add and remove members from all teams","Add and remove members from all teams, without a signed-in user. Also allows changing a team member's role, for example from owner to non-owner."
"4437522e-9a86-4a41-a7da-e380edd4a97d","TeamMember.ReadWriteNonOwnerRole.All","Add and remove members with non-owner role for all teams","Add and remove members from all teams, without a signed-in user. Does not allow adding or removing a member with the owner role. Additionally, does not allow the app to elevate an existing member to the owner role."
"70dec828-f620-4914-aa83-a29117306807","TeamsActivity.Read.All","Read all users' teamwork activity feed","Allows the app to read all users' teamwork activity feed, without a signed-in user."
"a267235f-af13-44dc-8385-c1dc93023186","TeamsActivity.Send","Send a teamwork activity to any user","Allows the app to create new notifications in users' teamwork activity feeds without a signed in user. These notifications may not be discoverable or be held or governed by compliance policies."
"22b74aab-d9e4-46f7-9424-f24b42307227","TeamsAppInstallation.ManageSelectedForChat.All","Manage installation and permission grants of selected Teams apps in all chats","Allows the app to read, install, upgrade, and uninstall selected Teams apps in any chat, without a signed-in user. Gives the ability to manage permission grants for accessing those specific chats' data."
"b448d252-1f26-4227-b6ff-21ab510975a2","TeamsAppInstallation.ManageSelectedForTeam.All","Manage installation and permission grants of selected Teams apps in all teams","Allows the app to read, install, upgrade, and uninstall selected Teams apps in any team, without a signed-in user. Gives the ability to manage permission grants for accessing those specific teams' data."
"e97a9235-5b3c-43c4-b37d-6786a173fae4","TeamsAppInstallation.ManageSelectedForUser.All","Manage installation and permission grants of selected Teams apps for all user accounts","Allows the app to read, install, upgrade, and uninstall selected Teams apps in any user account, without a signed-in user. Gives the ability to manage permission grants for accessing those specific users' data."
"0fdf35a5-82f8-41ff-9ded-0b761cc73512","TeamsAppInstallation.Read.All","Read installed Teams apps for all installation scopes","Allows the app to read the Teams apps that are installed in any scope, without a signed-in user. Does not give the ability to read application-specific settings."
"cc7e7635-2586-41d6-adaa-a8d3bcad5ee5","TeamsAppInstallation.ReadForChat.All","Read installed Teams apps for all chats","Allows the app to read the Teams apps that are installed in any chat, without a signed-in user. Does not give the ability to read application-specific settings."
"1f615aea-6bf9-4b05-84bd-46388e138537","TeamsAppInstallation.ReadForTeam.All","Read installed Teams apps for all teams","Allows the app to read the Teams apps that are installed in any team, without a signed-in user. Does not give the ability to read application-specific settings."
"9ce09611-f4f7-4abd-a629-a05450422a97","TeamsAppInstallation.ReadForUser.All","Read installed Teams apps for all users","Allows the app to read the Teams apps that are installed for any user, without a signed-in user. Does not give the ability to read application-specific settings."
"53d40ddb-9b27-4c97-b800-985be6041990","TeamsAppInstallation.ReadSelectedForChat.All","Read selected installed Teams apps in all chats","Allows the app to read the selected Teams apps that are installed in any chat, without a signed-in user. Does not give the ability to read application-specific settings."
"93c6a289-70fd-489e-a053-6cf8f7d772f6","TeamsAppInstallation.ReadSelectedForTeam.All","Read selected installed Teams apps in all teams","Allows the app to read the selected Teams apps that are installed in any team, without a signed-in user. Does not give the ability to read application-specific settings."
"44fb0e7c-1f9a-47f1-bb9e-7f92d48ed288","TeamsAppInstallation.ReadSelectedForUser.All","Read selected installed Teams apps for all users","Allows an app to read, install, upgrade, and uninstall selected apps to any user, without a signed-in user."
"6e74eff9-4a21-45d6-bc03-3a20f61f8281","TeamsAppInstallation.ReadWriteAndConsentForChat.All","Manage installation and permission grants of Teams apps for all chats","Allows the app to read, install, upgrade, and uninstall Teams apps in any chat, without a signed-in user. Gives the ability to manage permission grants for accessing those specific chats' data."
"b0c13be0-8e20-4bc5-8c55-963c23a39ce9","TeamsAppInstallation.ReadWriteAndConsentForTeam.All","Manage installation and permission grants of Teams apps for all teams","Allows the app to read, install, upgrade, and uninstall Teams apps in any team, without a signed-in user. Gives the ability to manage permission grants for accessing those specific teams' data."
"32ca478f-f89e-41d0-aaf8-101deb7da510","TeamsAppInstallation.ReadWriteAndConsentForUser.All","Manage installation and permission grants of Teams apps in a user account","Allows the app to read, install, upgrade, and uninstall Teams apps in any user account, without a signed-in user. Gives the ability to manage permission grants for accessing those specific users' data."
"ba1ba90b-2d8f-487e-9f16-80728d85bb5c","TeamsAppInstallation.ReadWriteAndConsentSelfForChat.All","Allow the Teams app to manage itself and its permission grants for all chats","Allows a Teams app to read, install, upgrade, and uninstall itself for any chat, without a signed-in user, and manage its permission grants for accessing those specific chats' data."
"1e4be56c-312e-42b8-a2c9-009600d732c0","TeamsAppInstallation.ReadWriteAndConsentSelfForTeam.All","Allow the Teams app to manage itself and its permission grants for all teams","Allows a Teams app to read, install, upgrade, and uninstall itself for any team, without a signed-in user, and manage its permission grants for accessing those specific teams' data."
"a87076cf-6abd-4e56-8559-4dbdf41bef96","TeamsAppInstallation.ReadWriteAndConsentSelfForUser.All","Allow the Teams app to manage itself and its permission grants in all user accounts","Allows a Teams app to read, install, upgrade, and uninstall itself for any user account, without a signed-in user, and manage its permission grants for accessing those specific users' data."
"9e19bae1-2623-4c4f-ab6e-2664615ff9a0","TeamsAppInstallation.ReadWriteForChat.All","Manage Teams apps for all chats","Allows the app to read, install, upgrade, and uninstall Teams apps in any chat, without a signed-in user. Does not give the ability to read application-specific settings."
"5dad17ba-f6cc-4954-a5a2-a0dcc95154f0","TeamsAppInstallation.ReadWriteForTeam.All","Manage Teams apps for all teams","Allows the app to read, install, upgrade, and uninstall Teams apps in any team, without a signed-in user. Does not give the ability to read application-specific settings."
"74ef0291-ca83-4d02-8c7e-d2391e6a444f","TeamsAppInstallation.ReadWriteForUser.All","Manage Teams apps for all users","Allows the app to read, install, upgrade, and uninstall Teams apps for any user, without a signed-in user. Does not give the ability to read application-specific settings."
"25bbeaad-04be-4207-83ed-a263aae76ddf","TeamsAppInstallation.ReadWriteSelectedForChat.All","Manage selected installed Teams apps in all chats","Allows the app to read, install, upgrade, and uninstall selected Teams apps in any chat, without a signed-in user. Does not give the ability to read application-specific settings."
"7b5823ae-d0f2-424d-b90c-d843ffada7d9","TeamsAppInstallation.ReadWriteSelectedForTeam.All","Manage selected installed Teams apps in all teams","Allows the app to read, install, upgrade, and uninstall selected Teams apps in any team, without a signed-in user. Does not give the ability to read application-specific settings."
"650a76ec-4118-4b25-9d3a-1f98048a5ee0","TeamsAppInstallation.ReadWriteSelectedForUser.All","Manage selected Teams apps installed for all users","Allows the app to read, install, upgrade, and uninstall selected Teams apps for any user, without a signed-in user. Does not give the ability to read application-specific settings."
"73a45059-f39c-4baf-9182-4954ac0e55cf","TeamsAppInstallation.ReadWriteSelfForChat.All","Allow the Teams app to manage itself for all chats","Allows a Teams app to read, install, upgrade, and uninstall itself for any chat, without a signed-in user."
"9f67436c-5415-4e7f-8ac1-3014a7132630","TeamsAppInstallation.ReadWriteSelfForTeam.All","Allow the Teams app to manage itself for all teams","Allows a Teams app to read, install, upgrade, and uninstall itself in any team, without a signed-in user."
"908de74d-f8b2-4d6b-a9ed-2a17b3b78179","TeamsAppInstallation.ReadWriteSelfForUser.All","Allow the app to manage itself for all users","Allows a Teams app to read, install, upgrade, and uninstall itself to any user, without a signed-in user."
"242607bd-1d2c-432c-82eb-bdb27baa23ab","TeamSettings.Read.All","Read all teams' settings","Read all team's settings, without a signed-in user."
"bdd80a03-d9bc-451d-b7c4-ce7c63fe3c8f","TeamSettings.ReadWrite.All","Read and change all teams' settings","Read and change all teams' settings, without a signed-in user."
"1801e8f4-cf09-4c4e-a1b5-036dfcca6c90","TeamsPolicyUserAssign.ReadWrite.All","Read and Write Teams policy user assignment and unassigment for all policy types.","Allow the app to read or write/update the policy assignment and unassigment for Teams users for all policy type categories."
"b55aa226-33a1-4396-bcf4-edce5e7a31c1","TeamsResourceAccount.Read.All","Read Teams resource accounts","Allows the app to read your tenant's resource accounts without a signed-in user."
"49981c42-fd7b-4530-be03-e77b21aed25e","TeamsTab.Create","Create tabs in Microsoft Teams.","Allows the app to create tabs in any team in Microsoft Teams, without a signed-in user. This does not grant the ability to read, modify or delete tabs after they are created, or give access to the content inside the tabs."
"46890524-499a-4bb2-ad64-1476b4f3e1cf","TeamsTab.Read.All","Read tabs in Microsoft Teams.","Read the names and settings of tabs inside any team in Microsoft Teams, without a signed-in user. This does not give access to the content inside the tabs."
"a96d855f-016b-47d7-b51c-1218a98d791c","TeamsTab.ReadWrite.All","Read and write tabs in Microsoft Teams.","Read and write tabs in any team in Microsoft Teams, without a signed-in user. This does not give access to the content inside the tabs."
"fd9ce730-a250-40dc-bd44-8dc8d20f39ea","TeamsTab.ReadWriteForChat.All","Allow the Teams app to manage all tabs for all chats","Allows a Teams app to read, install, upgrade, and uninstall all tabs for any chat, without a signed-in user."
"6163d4f4-fbf8-43da-a7b4-060fe85ed148","TeamsTab.ReadWriteForTeam.All","Allow the Teams app to manage all tabs for all teams","Allows a Teams app to read, install, upgrade, and uninstall all tabs in any team, without a signed-in user."
"425b4b59-d5af-45c8-832f-bb0b7402348a","TeamsTab.ReadWriteForUser.All","Allow the app to manage all tabs for all users","Allows a Teams app to read, install, upgrade, and uninstall all tabs for any user, without a signed-in user."
"9f62e4a2-a2d6-4350-b28b-d244728c4f86","TeamsTab.ReadWriteSelfForChat.All","Allow the Teams app to manage only its own tabs for all chats","Allows a Teams app to read, install, upgrade, and uninstall its own tabs for any chat, without a signed-in user."
"91c32b81-0ef0-453f-a5c7-4ce2e562f449","TeamsTab.ReadWriteSelfForTeam.All","Allow the Teams app to manage only its own tabs for all teams","Allows a Teams app to read, install, upgrade, and uninstall its own tabs in any team, without a signed-in user."
"3c42dec6-49e8-4a0a-b469-36cff0d9da93","TeamsTab.ReadWriteSelfForUser.All","Allow the Teams app to manage only its own tabs for all users","Allows a Teams app to read, install, upgrade, and uninstall its own tabs for any user, without a signed-in user."
"39b17d18-680c-41f4-b9c2-5f30629e7cb6","TeamsTelephoneNumber.Read.All","Read Tenant-Acquired Telephone Number Details","Allows the app to read your tenant's acquired telephone number details, without a signed-in user. Acquired telephone numbers may include attributes related to assigned object, emergency location, network site, etc."
"0a42382f-155c-4eb1-9bdc-21548ccaa387","TeamsTelephoneNumber.ReadWrite.All","Read and Modify Tenant-Acquired Telephone Number Details","Allows the app to read your tenant's acquired telephone number details, without a signed-in user. Acquired telephone numbers may include attributes related to assigned object, emergency location, network site, etc."
"a91eadaf-2c3c-4362-908b-fb172d208fc6","TeamsUserConfiguration.Read.All","Read Teams user configurations","Allows the app to read your tenant's user configurations, without a signed-in user. User configuration may include attributes related to user, such as telephone number, assigned policies, etc."
"6323133e-1f6e-46d4-9372-ac33a0870636","TeamTemplates.Read.All","Read all available Teams Templates","Allows the app to read all available Teams Templates, without a signed-user."
"dfb0dd15-61de-45b2-be36-d6a69fba3c79","Teamwork.Migrate.All","Create chat and channel messages with anyone's identity and with any timestamp","Allows the app to create chat and channel messages, without a signed in user. The app specifies which user appears as the sender, and can backdate the message to appear as if it was sent long ago. The messages can be sent to any chat or channel in the organization."
"75bcfbce-a647-4fba-ad51-b63d73b210f4","Teamwork.Read.All","Read organizational teamwork settings","Allows the app to read all teamwork settings of the organization without a signed-in user."
"475ebe88-f071-4bd7-af2b-642952bd4986","TeamworkAppSettings.Read.All","Read Teams app settings","Allows the app to read the Teams app settings without a signed-in user."
"ab5b445e-8f10-45f4-9c79-dd3f8062cc4e","TeamworkAppSettings.ReadWrite.All","Read and write Teams app settings","Allows the app to read and write the Teams app settings without a signed-in user."
"0591bafd-7c1c-4c30-a2a5-2b9aacb1dfe8","TeamworkDevice.Read.All","Read Teams devices","Allow the app to read the management data for Teams devices, without a signed-in user."
"79c02f5b-bd4f-4713-bc2c-a8a4a66e127b","TeamworkDevice.ReadWrite.All","Read and write Teams devices","Allow the app to read and write the management data for Teams devices, without a signed-in user."
"b74fd6c4-4bde-488e-9695-eeb100e4907f","TeamworkTag.Read.All","Read tags in Teams","Allows the app to read tags in Teams without a signed-in user."
"a3371ca5-911d-46d6-901c-42c8c7a937d8","TeamworkTag.ReadWrite.All","Read and write tags in Teams","Allows the app to read and write tags in Teams without a signed-in user."
"ea047cc2-df29-4f3e-83a3-205de61501ca","TermStore.Read.All","Read all term store data","Allows the app to read all term store data, without a signed-in user. This includes all sets, groups and terms in the term store."
"f12eb8d6-28e3-46e6-b2c0-b7e4dc69fc95","TermStore.ReadWrite.All","Read and write all term store data","Allows the app to read, edit or write all term store data, without a signed-in user. This includes all sets, groups and terms in the term store."
"f8f035bb-2cce-47fb-8bf5-7baf3ecbee48","ThreatAssessment.Read.All","Read threat assessment requests","Allows an app to read your organization's threat assessment requests, without a signed-in user."
"dd98c7f5-2d42-42d3-a0e4-633161547251","ThreatHunting.Read.All","Run hunting queries","Allows the app to run hunting queries, without a signed-in user."
"197ee4e9-b993-4066-898f-d6aecc55125b","ThreatIndicators.Read.All","Read all threat indicators","Allows the app to read all the indicators for your organization, without a signed-in user."
"21792b6c-c986-4ffc-85de-df9da54b52fa","ThreatIndicators.ReadWrite.OwnedBy","Manage threat indicators this app creates or owns","Allows the app to create threat indicators, and fully manage those threat indicators (read, update and delete), without a signed-in user.  It cannot update any threat indicators it does not own."
"e0b77adb-e790-44a3-b0a0-257d06303687","ThreatIntelligence.Read.All","Read all Threat Intelligence Information","Allows the app to read threat intelligence information, such as indicators, observations, and and articles, without a signed in user."
"86632667-cd15-4845-ad89-48a88e8412e1","ThreatSubmission.Read.All","Read all of the organization's threat submissions","Allows the app to read your organization's threat submissions and to view threat submission policies without a signed-in user."
"d72bdbf4-a59b-405c-8b04-5995895819ac","ThreatSubmission.ReadWrite.All","Read and write all of the organization's threat submissions","Allows the app to read your organization's threat submissions and threat submission policies without a signed-in user. Also allows the app to create new threat submissions without a signed-in user."
"926a6798-b100-4a20-a22f-a4918f13951d","ThreatSubmissionPolicy.ReadWrite.All","Read and write all of the organization's threat submission policies","Allows the app to read your organization's threat submission policies without a signed-in user. Also allows the app to create new threat submission policies without a signed-in user."
"fff194f1-7dce-4428-8301-1badb5518201","TrustFrameworkKeySet.Read.All","Read trust framework key sets","Allows the app to read trust framework key set properties without a signed-in user."
"4a771c9a-1cf2-4609-b88e-3d3e02d539cd","TrustFrameworkKeySet.ReadWrite.All","Read and write trust framework key sets","Allows the app to read and write trust framework key set properties without a signed-in user."
"9d952b72-f741-4b40-9185-8c53076c2339","User-ConvertToInternal.ReadWrite.All","Convert an external user to internal member user","Allow the app to convert an external user to an internal member user, without a signed-in user."
"8556a004-db57-4d7a-8b82-97a13428e96f","User-LifeCycleInfo.Read.All","Read all users' lifecycle information","Allows the app to read the lifecycle information like employeeLeaveDateTime of users in your organization, without a signed-in user."
"925f1248-0f97-47b9-8ec8-538c54e01325","User-LifeCycleInfo.ReadWrite.All","Read and write all users' lifecycle information","Allows the app to read and write the lifecycle information like employeeLeaveDateTime of users in your organization, without a signed-in user."
"280d0935-0796-47d1-8d26-273470a3f17a","User-Mail.ReadWrite.All","Read and write all secondary mail addresses for users","Allows the app to read and write secondary mail addresses for all users, without a signed-in user."
"cc117bb9-00cf-4eb8-b580-ea2a878fe8f7","User-PasswordProfile.ReadWrite.All","Read and write all password profiles and reset user passwords","Allows the app to read and write password profiles and reset passwords for all users, without a signed-in user."
"86ceff06-c822-49ff-989a-d912845ffe69","User-Phone.ReadWrite.All","Read and write all user mobile phone and business phones","Allows the app to read and write the mobile phone and business phones for all users, without a signed-in user."
"eccc023d-eccf-4e7b-9683-8813ab36cecc","User.DeleteRestore.All","Delete and restore all users","Allows the app to delete and restore all users, without a signed-in user."
"3011c876-62b7-4ada-afa2-506cbbecc68c","User.EnableDisableAccount.All","Enable and disable user accounts","Allows the app to enable and disable users' accounts, without a signed-in user."
"405a51b5-8d8d-430b-9842-8be4b0e9f324","User.Export.All","Export user's data","Allows the app to export data (e.g. customer content or system-generated logs), associated with any user in your company, when the app is used by a privileged user (e.g. a Company Administrator)."
"09850681-111b-4a89-9bed-3f2cae46d706","User.Invite.All","Invite guest users to the organization","Allows the app to invite guest users to the organization, without a signed-in user."
"c529cfca-c91b-489c-af2b-d92990b66ce6","User.ManageIdentities.All","Manage all users' identities","Allows the app to read, update and delete identities that are associated with a user's account, without a signed in user. This controls the identities users can sign-in with."
"df021288-bdef-4463-88db-98f22de89214","User.Read.All","Read all users' full profiles","Allows the app to read user profiles without a signed in user."
"97235f07-e226-4f63-ace3-39588e11d3a1","User.ReadBasic.All","Read all users' basic profiles","Allows the app to read a basic set of profile properties of other users in your organization without a signed-in user. Includes display name, first and last name, email address, open extensions, and photo."
"741f803b-c850-494e-b5df-cde7c675a1ca","User.ReadWrite.All","Read and write all users' full profiles","Allows the app to read and update user profiles without a signed in user."
"5652f862-b626-407b-a3e6-248aeb95763c","User.ReadWrite.CrossCloud","Read and write profiles of users that originate from an external cloud.","Allows the app to read and update external cloud user profiles without a signed in user."
"77f3a031-c388-4f99-b373-dc68676a979e","User.RevokeSessions.All","Revoke all sign in sessions for a user","Allow the app to revoke all sign in sessions for a user, without a signed-in user."
"38d9df27-64da-44fd-b7c5-a6fbac20248f","UserAuthenticationMethod.Read.All","Read all users' authentication methods","Allows the app to read authentication methods of all users in your organization, without a signed-in user. Authentication methods include things like a user’s phone numbers and Authenticator app settings. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"50483e42-d915-4231-9639-7fdb7fd190e5","UserAuthenticationMethod.ReadWrite.All","Read and write all users' authentication methods ","Allows the application to read and write authentication methods of all users in your organization, without a signed-in user.                       Authentication methods include things like a user’s phone numbers and Authenticator app settings. This                      does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods"
"72e00c1d-3e3d-43bb-a0b9-c435611bb1d2","UserAuthMethod-Passkey.Read.All","Read all users' passkey authentication methods","Allows the app to read passkey authentication methods of all users in your organization, without a signed-in user. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"0400e371-7db1-4338-a269-96069eb65227","UserAuthMethod-Passkey.ReadWrite.All","Read and write all users' passkey authentication methods","Allows the application to read and write passkey authentication methods of all users in your organization, without a signed-in user. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods"
"4e774092-a092-48d1-90bd-baad67c7eb47","UserNotification.ReadWrite.CreatedByApp","Deliver and manage all user's notifications","Allows the app to send, read, update and delete user’s notifications, without a signed-in user."
"de023814-96df-4f53-9376-1e2891ef5a18","UserShiftPreferences.Read.All","Read all user shift preferences","Allows the app to read all users' shift schedule preferences without a signed-in user."
"d1eec298-80f3-49b0-9efb-d90e224798ac","UserShiftPreferences.ReadWrite.All","Read and write all user shift preferences","Allows the app to manage all users' shift schedule preferences without a signed-in user."
"fbcd7ef1-df0d-4e05-bb28-93424a89c6df","UserTeamwork.Read.All","Read all user teamwork settings","Allows the app to read all user teamwork settings without a signed-in user."
"d4f67ec2-59b5-4bdc-b4af-d78f6f9c1954","VirtualAppointment.Read.All","Read all virtual appointments for users, as authorized by online meetings application access policy","Allows the application to read virtual appointments for all users, without a signed-in user. The app must also be authorized to access an individual user’s data by the online meetings application access policy."
"bf46a256-f47d-448f-ab78-f226fff08d40","VirtualAppointment.ReadWrite.All","Read-write all virtual appointments for users, as authorized by online meetings app access policy","Allows the application to read and write virtual appointments for all users, without a signed-in user. The app must also be authorized to access an individual user’s data by the online meetings application access policy."
"97e45b36-1250-48e4-bd70-2df6dab7e94a","VirtualAppointmentNotification.Send","Send notification regarding virtual appointments as any user","Allows the application to send notification regarding virtual appointments as any user, without a signed-in user. The app must also be authorized to access an individual user's data by the online meetings application access policy."
"1dccb351-c4e4-4e09-a8d1-7a9ecbf027cc","VirtualEvent.Read.All","Read all users' virtual events","Allows the app to read all virtual events without a signed-in user."
"23211fc1-f9d1-4e8e-8e9e-08a5d0a109bb","VirtualEventRegistration-Anon.ReadWrite.All","Read and write anonymous users' virtual event registrations","Allows the app to read and write anonymous users' virtual event registrations, without a signed-in user"
"7dd1be58-6e76-4401-bf8d-31d1e8180d5b","WindowsUpdates.ReadWrite.All","Read and write all Windows update deployment settings","Allows the app to read and write all Windows update deployment settings for the organization without a signed-in user."
"f10b94b9-37d1-4c88-8b7e-bf75a1152d39","WorkforceIntegration.Read.All","Read workforce integrations","Allows the app to read workforce integrations without a signed-in user."
"202bf709-e8e6-478e-bcfd-5d63c50b68e3","WorkforceIntegration.ReadWrite.All","Read and write workforce integrations","Allows the app to manage workforce integrations to synchronize data from Microsoft Teams Shifts, without a signed-in user."
